TransactionID,AccountID,TransactionType,Amount,Date,EmployeeID
465,536,Withdrawal,17439.1,2023-02-14 10:18:14,483
466,671,Deposit,167944.19,2021-02-16 16:08:28,233
467,496,Deposit,95091.89,2021-09-28 17:06:57,74
468,722,Withdrawal,90188.32,2024-10-20 18:41:41,19
469,752,Deposit,113731.98,2025-02-25 12:58:11,493
470,819,Withdrawal,149895.44,2022-05-20 15:08:35,481
471,314,Deposit,191543.6,2022-06-30 00:31:27,444
472,475,Withdrawal,180646.86,2023-07-28 15:05:43,109
473,765,Deposit,117123.53,2022-02-15 15:27:26,208
474,478,Withdrawal,150827.82,2021-07-08 15:11:16,394
475,19,Withdrawal,1273.06,2024-06-07 20:47:32,48
476,194,Deposit,165995.19,2022-02-07 16:55:29,442
477,798,Deposit,80035.08,2022-04-19 01:05:11,111
478,117,Deposit,88807.42,2020-06-28 19:54:25,229
479,957,Withdrawal,75559.01,2023-01-18 21:33:36,174
480,796,Withdrawal,181446.59,2022-08-27 01:06:44,242
481,977,Deposit,198755.55,2021-12-25 11:03:32,236
482,444,Withdrawal,109529.97,2020-08-17 15:33:38,113
483,838,Deposit,38191.03,2022-07-09 09:55:21,432
484,875,Withdrawal,76472.05,2025-02-21 03:19:13,424
485,486,Withdrawal,79277.48,2023-04-04 02:14:11,2
486,306,Withdrawal,5429.04,2022-04-18 01:44:11,55
487,157,Withdrawal,195253.36,2024-06-04 21:33:36,221
488,52,Deposit,49633.36,2022-03-12 05:38:11,378
489,598,Deposit,117114.76,2024-09-01 19:16:25,324
490,698,Withdrawal,24138.0,2024-04-13 13:56:56,12
491,336,Deposit,172469.13,2025-02-15 23:33:55,380
492,332,Deposit,72892.96,2023-09-02 00:49:56,494
493,682,Withdrawal,18421.06,2020-10-23 21:27:53,470
494,572,Withdrawal,11782.91,2021-03-29 23:05:14,184
495,927,Withdrawal,114473.62,2020-11-23 20:39:36,155
496,331,Deposit,51789.4,2020-09-05 14:50:57,215
497,78,Withdrawal,22871.63,2021-10-23 11:45:03,91
498,871,Withdrawal,110333.12,2023-05-24 19:06:14,150
499,205,Withdrawal,20042.79,2021-12-17 21:50:03,228
500,406,Deposit,66493.14,2024-01-30 13:43:18,137
501,864,Withdrawal,93925.95,2020-06-14 14:39:14,476
502,220,Withdrawal,143882.97,2023-04-01 17:39:10,437
503,722,Deposit,136027.38,2023-04-20 16:35:52,29
504,838,Withdrawal,86966.91,2022-03-23 16:34:45,2
505,542,Deposit,38342.54,2020-08-25 06:43:03,244
506,948,Deposit,27679.46,2023-04-25 11:23:44,244
507,369,Deposit,41784.17,2021-10-06 20:06:36,322
508,454,Deposit,135742.85,2023-01-19 15:16:07,187
509,157,Withdrawal,56529.08,2021-12-13 06:41:39,260
510,975,Deposit,9538.01,2020-05-28 16:21:44,342
511,336,Withdrawal,7693.48,2023-03-02 22:39:57,434
512,332,Withdrawal,68280.15,2020-04-25 18:59:45,351
513,435,Deposit,180306.68,2020-09-20 18:21:46,272
514,225,Withdrawal,55415.94,2023-06-02 03:31:36,376
515,848,Withdrawal,122116.03,2022-12-26 09:15:56,301
516,79,Withdrawal,143517.25,2021-11-13 19:32:58,149
517,330,Deposit,133743.72,2022-02-19 16:23:23,290
518,512,Withdrawal,195315.9,2025-02-02 03:14:33,253
519,680,Deposit,93780.43,2020-08-24 17:33:30,401
520,498,Withdrawal,105275.47,2024-09-21 23:00:46,262
521,302,Deposit,131063.71,2021-09-24 02:15:34,488
522,784,Deposit,115259.32,2024-06-02 18:35:15,478
523,85,Deposit,44517.67,2020-07-02 23:30:35,207
524,873,Deposit,94868.86,2023-12-27 15:37:34,374
525,703,Deposit,37643.36,2022-06-18 21:42:21,414
526,213,Withdrawal,138076.1,2020-06-14 14:11:43,465
527,306,Withdrawal,6039.8,2023-12-12 03:24:25,293
528,478,Deposit,122205.19,2021-01-13 21:55:43,322
529,677,Deposit,49720.86,2024-05-08 04:04:32,355
530,813,Deposit,77681.14,2020-07-26 23:54:23,187
531,833,Deposit,198174.97,2024-05-02 18:51:04,174
532,624,Deposit,83002.77,2021-01-26 12:53:34,31
533,387,Deposit,97062.83,2023-12-03 13:22:18,90
534,609,Withdrawal,76840.0,2022-09-30 00:20:36,289
535,231,Deposit,131492.74,2024-07-19 18:14:59,355
536,223,Withdrawal,141768.54,2023-01-05 01:35:17,428
537,88,Withdrawal,45633.19,2022-07-09 15:25:11,467
538,954,Withdrawal,67130.91,2025-02-01 06:59:28,169
539,537,Withdrawal,107364.12,2023-05-18 01:03:03,435
540,970,Deposit,15586.59,2020-09-16 01:30:00,430
541,54,Withdrawal,40067.31,2023-07-26 00:11:22,239
542,372,Withdrawal,67512.01,2021-04-14 11:49:32,381
543,878,Withdrawal,140483.95,2023-02-16 22:21:44,115
544,592,Deposit,82597.51,2020-11-15 00:51:24,256
545,626,Withdrawal,160280.77,2022-05-04 07:38:29,169
546,827,Deposit,50639.05,2023-12-01 12:06:36,272
547,861,Deposit,159220.15,2021-06-27 12:57:50,19
548,166,Deposit,32020.35,2022-07-25 20:36:11,429
549,111,Deposit,123060.76,2023-05-11 21:04:06,217
550,237,Withdrawal,160476.69,2022-02-17 13:08:57,116
551,206,Deposit,199552.61,2023-10-12 08:47:29,58
552,913,Withdrawal,108847.5,2024-02-05 22:19:20,165
553,518,Deposit,147841.78,2023-10-09 00:38:36,266
554,594,Withdrawal,91995.34,2020-05-09 01:40:13,407
555,531,Withdrawal,183203.62,2024-04-04 20:43:13,11
556,371,Withdrawal,105270.16,2021-03-01 12:39:06,378
557,880,Deposit,149759.43,2020-10-09 00:58:53,346
558,377,Withdrawal,195396.96,2024-09-29 08:23:39,376
559,91,Deposit,37559.42,2022-11-23 16:07:07,401
560,431,Withdrawal,79963.59,2021-08-02 22:01:06,393
561,89,Deposit,126050.0,2021-06-19 07:21:25,477
562,290,Deposit,33935.1,2023-09-03 16:40:24,453
563,239,Withdrawal,51132.91,2022-01-13 20:35:27,10
564,811,Withdrawal,73761.32,2021-09-02 23:45:49,148
565,71,Withdrawal,166596.45,2021-08-22 13:13:02,475
566,53,Withdrawal,52741.71,2021-11-22 19:00:36,132
567,348,Deposit,170216.77,2022-11-03 09:58:09,244
568,611,Withdrawal,109033.15,2021-10-21 01:27:05,295
569,448,Withdrawal,10301.34,2022-03-03 19:03:36,178
570,487,Withdrawal,32200.46,2022-01-19 11:39:14,230
571,981,Deposit,146551.59,2022-03-06 11:47:17,475
572,418,Withdrawal,53977.37,2022-06-30 19:46:39,89
573,745,Withdrawal,10284.19,2024-04-16 13:27:14,207
574,155,Deposit,173328.87,2020-04-24 06:19:28,401
575,571,Deposit,49004.18,2023-10-31 07:00:02,453
576,721,Deposit,26330.58,2021-04-08 03:24:34,282
577,622,Withdrawal,2924.54,2022-07-05 06:12:45,155
578,795,Deposit,130471.65,2020-07-11 16:00:16,28
579,16,Deposit,180050.52,2024-02-22 18:32:56,443
580,479,Deposit,28621.32,2023-09-27 22:22:05,493
581,202,Withdrawal,56143.57,2023-02-15 13:04:00,199
582,193,Withdrawal,19578.98,2020-04-02 20:21:35,442
583,629,Withdrawal,141115.92,2022-11-04 00:12:56,442
584,17,Deposit,43021.78,2020-09-18 13:14:19,283
585,126,Deposit,147797.74,2022-01-04 15:07:58,206
586,916,Deposit,189246.6,2024-05-13 01:23:56,152
587,96,Deposit,39595.97,2020-11-13 18:33:05,249
588,733,Deposit,149037.27,2024-10-07 07:45:55,326
589,928,Withdrawal,77429.32,2021-10-20 23:52:51,242
590,126,Deposit,49369.51,2025-02-27 00:30:37,460
591,277,Withdrawal,86846.18,2020-12-31 14:30:08,31
592,264,Deposit,39489.02,2021-10-11 04:31:23,493
593,763,Withdrawal,139733.15,2025-02-20 12:26:32,485
594,837,Deposit,39604.67,2020-05-06 02:40:33,218
595,504,Withdrawal,98157.89,2021-07-04 09:02:12,363
596,423,Deposit,118860.18,2021-01-11 13:25:31,56
597,787,Deposit,144945.97,2022-10-18 06:51:23,29
598,507,Deposit,167408.92,2024-03-30 03:30:51,360
599,97,Deposit,129977.85,2020-08-21 11:14:57,111
600,841,Withdrawal,7134.46,2024-11-29 23:47:05,101
601,208,Deposit,38600.65,2021-11-28 09:32:40,107
602,812,Deposit,50945.56,2020-09-21 00:34:43,312
603,91,Withdrawal,41674.79,2024-07-17 17:06:19,197
604,259,Withdrawal,103085.77,2020-09-25 03:25:57,397
605,968,Withdrawal,191581.09,2022-03-30 04:26:26,276
606,760,Withdrawal,131149.69,2020-11-19 04:08:28,416
607,787,Deposit,30275.39,2023-11-03 03:57:17,232
608,482,Withdrawal,178000.28,2021-02-06 16:40:10,416
609,471,Withdrawal,44173.96,2024-04-04 09:33:12,491
610,469,Withdrawal,165846.93,2024-12-13 15:20:07,446
611,199,Deposit,140585.55,2023-10-14 14:24:17,360
612,675,Deposit,33791.0,2020-05-28 13:30:18,184
613,99,Deposit,147637.38,2022-04-02 17:54:52,389
614,369,Withdrawal,11773.08,2023-05-08 23:25:13,191
615,888,Deposit,25674.46,2021-09-26 22:24:48,47
616,886,Withdrawal,107274.36,2024-09-20 19:57:41,265
617,918,Deposit,137467.48,2020-06-07 17:40:31,47
618,433,Deposit,88279.08,2022-08-03 15:53:19,456
619,54,Withdrawal,93573.4,2021-01-02 15:54:07,419
620,957,Deposit,89496.55,2022-06-23 05:17:27,255
621,297,Withdrawal,123145.93,2022-01-29 10:40:00,141
622,371,Withdrawal,87179.63,2021-05-14 22:04:49,317
623,874,Deposit,58916.27,2023-04-03 03:43:47,95
624,299,Deposit,139229.58,2024-08-23 17:01:28,94
625,990,Withdrawal,189794.95,2021-11-14 16:49:00,122
626,630,Withdrawal,5456.12,2024-03-29 16:51:13,260
627,297,Deposit,22035.09,2025-02-17 19:59:31,332
628,502,Deposit,5684.69,2022-01-24 21:22:09,169
629,774,Deposit,191876.47,2023-08-04 02:57:25,294
630,406,Deposit,40921.28,2021-01-07 14:58:55,480
631,810,Deposit,13725.53,2024-06-21 05:45:16,332
632,387,Withdrawal,95439.09,2023-04-09 21:52:01,405
633,644,Withdrawal,92322.19,2022-09-16 09:24:34,198
634,998,Deposit,10211.58,2020-06-24 22:15:11,256
635,587,Deposit,160969.56,2023-11-22 13:49:51,432
636,461,Withdrawal,167582.46,2024-09-01 06:26:44,87
637,592,Withdrawal,50136.14,2022-11-15 17:05:48,35
638,150,Withdrawal,40876.68,2022-06-30 19:20:37,134
639,576,Withdrawal,33046.4,2020-09-09 22:18:53,397
640,831,Deposit,76074.03,2024-09-27 15:27:09,241
641,431,Deposit,35250.84,2020-07-26 04:49:05,315
642,669,Deposit,93410.55,2023-07-06 12:48:54,110
643,191,Deposit,132147.04,2023-12-10 20:55:32,442
644,997,Withdrawal,47101.62,2024-07-01 01:19:59,211
645,466,Withdrawal,113246.3,2022-08-12 04:34:23,78
646,989,Withdrawal,99476.65,2020-04-17 13:38:42,277
647,1,Withdrawal,191590.13,2023-03-02 04:46:52,44
648,958,Withdrawal,141118.62,2020-11-18 10:24:43,400
649,137,Deposit,23471.07,2021-02-21 04:27:18,341
650,166,Withdrawal,124384.2,2022-10-29 13:35:25,426
651,56,Withdrawal,100926.22,2023-06-01 05:05:55,480
652,751,Deposit,70355.74,2023-11-12 16:37:43,65
653,367,Deposit,10137.56,2024-05-16 18:01:46,226
654,467,Withdrawal,26459.93,2025-01-09 00:23:26,467
655,211,Deposit,100367.19,2024-05-16 19:21:59,309
656,74,Withdrawal,112234.76,2022-06-17 02:07:06,236
657,320,Withdrawal,160109.4,2021-05-16 16:58:59,36
658,365,Deposit,114615.4,2024-12-07 03:34:34,205
659,896,Withdrawal,159548.41,2023-09-26 03:42:32,155
660,441,Withdrawal,134680.52,2023-07-25 18:17:02,446
661,985,Deposit,980.13,2023-12-21 15:13:17,60
662,88,Deposit,110165.45,2024-05-02 17:16:13,12
663,683,Deposit,67226.69,2021-04-07 11:54:40,486
664,531,Deposit,19494.43,2020-12-06 22:47:37,325
665,464,Withdrawal,111548.7,2021-09-10 20:34:38,51
666,333,Withdrawal,118556.23,2021-03-30 15:13:57,427
667,859,Withdrawal,3556.15,2024-01-18 00:50:02,136
668,311,Withdrawal,41431.04,2021-07-09 12:40:44,160
669,884,Deposit,63441.83,2022-03-23 07:07:09,462
670,662,Deposit,87581.83,2022-11-27 12:52:39,132
671,284,Deposit,128033.61,2023-08-31 04:02:11,273
672,140,Deposit,43084.34,2024-02-26 09:34:46,313
673,732,Deposit,68901.73,2021-03-31 09:57:14,387
674,669,Withdrawal,74527.87,2022-05-04 07:11:01,113
675,851,Withdrawal,11342.11,2021-03-14 13:30:32,372
676,513,Deposit,84782.53,2020-03-21 23:21:49,450
677,426,Withdrawal,100219.43,2020-05-22 14:28:08,364
678,459,Withdrawal,87133.71,2020-12-12 10:19:52,21
679,174,Withdrawal,135008.66,2023-10-23 22:23:55,316
680,279,Deposit,194672.81,2021-09-18 06:53:14,419
681,878,Deposit,147984.41,2024-06-09 14:04:36,70
682,126,Withdrawal,88303.96,2024-07-20 17:38:38,342
683,542,Deposit,93166.67,2021-08-30 12:18:21,29
684,210,Withdrawal,76497.67,2022-11-23 04:48:05,91
685,203,Deposit,48178.18,2022-04-10 07:21:29,170
686,619,Deposit,179639.03,2022-08-09 02:05:57,467
687,343,Deposit,156593.86,2024-01-06 16:59:02,194
688,729,Withdrawal,103690.81,2022-01-16 14:00:10,35
689,512,Withdrawal,87169.34,2021-07-04 09:26:00,406
690,314,Deposit,155452.9,2022-11-27 01:11:07,99
691,963,Withdrawal,10058.26,2021-10-23 19:31:12,483
692,702,Withdrawal,169898.15,2023-06-08 07:49:33,52
693,847,Withdrawal,43589.78,2024-11-25 05:18:28,75
694,685,Withdrawal,78502.71,2024-06-29 21:53:44,152
695,910,Deposit,118931.59,2024-08-06 18:42:03,420
696,372,Deposit,153881.18,2024-04-19 00:15:00,376
697,525,Deposit,162618.78,2025-02-26 11:11:51,343
698,145,Withdrawal,23679.08,2022-08-21 06:04:33,171
699,422,Deposit,122352.92,2023-11-29 02:45:37,1
700,478,Withdrawal,196369.54,2022-01-23 00:19:23,368
701,616,Withdrawal,76246.81,2023-08-24 17:14:54,249
702,604,Deposit,181683.02,2020-11-11 20:42:16,464
703,45,Deposit,53697.88,2024-12-22 18:14:01,417
704,683,Deposit,11594.13,2023-06-17 18:20:20,96
705,958,Withdrawal,166411.8,2023-01-25 19:02:00,82
706,682,Withdrawal,58772.83,2023-12-14 13:48:15,157
707,92,Deposit,84814.85,2024-09-25 09:17:29,17
708,116,Deposit,188712.62,2024-02-16 08:03:20,340
709,161,Withdrawal,179490.98,2024-09-08 01:58:07,161
710,447,Withdrawal,63906.81,2020-12-08 00:24:37,3
711,616,Withdrawal,162882.8,2021-02-09 18:57:58,267
712,904,Withdrawal,182362.96,2023-08-04 17:33:03,387
713,331,Deposit,37763.42,2024-02-05 18:26:01,421
714,851,Withdrawal,186537.76,2024-05-25 06:18:30,484
715,42,Withdrawal,107864.26,2024-11-18 13:40:22,166
716,127,Withdrawal,118427.46,2020-03-27 13:00:25,3
717,148,Deposit,185075.41,2022-04-22 23:17:27,17
718,777,Withdrawal,101254.46,2024-12-28 08:48:12,208
719,855,Deposit,183829.15,2023-06-17 06:47:32,229
720,666,Withdrawal,28280.31,2021-12-16 14:52:51,176
721,562,Deposit,176407.99,2020-10-01 20:44:12,358
722,370,Withdrawal,137135.91,2024-09-30 20:28:32,421
723,460,Deposit,36423.85,2022-02-21 20:07:29,21
724,470,Withdrawal,173549.86,2024-12-23 03:51:33,127
725,204,Deposit,33448.71,2021-05-13 15:47:01,196
726,178,Deposit,175682.69,2020-09-12 17:42:50,434
727,172,Deposit,134198.74,2021-03-14 08:56:28,291
728,222,Withdrawal,173732.8,2022-02-17 13:55:48,254
729,279,Deposit,5130.46,2022-12-01 06:56:20,156
730,217,Deposit,65638.01,2021-11-20 03:21:40,95
731,211,Deposit,162150.63,2023-05-18 09:09:17,53
732,157,Withdrawal,115063.08,2023-02-13 19:25:46,240
733,370,Withdrawal,61800.96,2024-03-27 06:42:29,397
734,925,Deposit,115933.96,2024-04-26 05:28:52,239
735,554,Withdrawal,96818.43,2021-02-05 20:22:23,167
736,758,Deposit,110396.0,2022-04-14 19:59:15,498
737,687,Deposit,85970.2,2021-11-06 23:17:10,157
738,901,Deposit,43033.32,2022-09-05 07:39:34,191
739,433,Withdrawal,173287.3,2024-10-08 16:33:11,416
740,577,Withdrawal,9396.68,2020-08-30 04:29:37,339
741,999,Deposit,87647.3,2024-02-23 01:01:52,461
742,764,Withdrawal,163906.14,2022-02-10 05:23:23,244
743,983,Withdrawal,48351.98,2023-02-20 19:31:25,26
744,6,Deposit,99199.17,2022-07-29 03:13:12,287
745,261,Deposit,155007.57,2023-12-03 05:29:53,242
746,439,Withdrawal,48489.51,2022-01-15 20:02:08,77
747,89,Withdrawal,26060.9,2023-09-16 22:30:33,210
748,287,Deposit,134076.34,2023-04-12 00:37:37,105
749,625,Deposit,71556.79,2021-04-24 01:26:44,342
750,896,Withdrawal,187999.14,2024-03-03 09:19:21,255
751,74,Deposit,172657.43,2024-08-23 20:58:24,481
752,134,Withdrawal,105585.1,2022-05-08 19:54:46,328
753,967,Withdrawal,21517.6,2023-11-20 22:28:03,256
754,594,Withdrawal,13456.57,2020-07-09 11:32:38,265
755,296,Withdrawal,121373.3,2020-10-04 17:09:06,135
756,330,Withdrawal,187916.75,2024-02-08 21:43:43,349
757,366,Deposit,53739.6,2021-01-24 01:36:53,188
758,79,Deposit,82766.55,2022-05-26 23:43:05,102
759,39,Deposit,96821.07,2024-04-19 18:34:45,134
760,187,Withdrawal,130226.3,2021-02-22 05:09:18,436
761,49,Withdrawal,57860.12,2022-01-05 12:04:31,227
762,720,Deposit,184816.85,2022-08-25 08:13:45,57
763,266,Deposit,73106.0,2024-03-06 14:55:56,323
764,760,Withdrawal,92233.0,2024-11-03 13:10:32,439
765,594,Withdrawal,37177.31,2023-01-08 23:46:05,343
766,10,Deposit,14630.06,2020-09-13 22:48:42,294
767,73,Deposit,147368.57,2024-04-17 07:30:29,94
768,475,Withdrawal,158355.07,2024-03-28 00:45:23,369
769,605,Withdrawal,143948.47,2022-05-01 14:25:28,470
770,668,Deposit,68972.89,2024-10-05 23:42:54,41
771,467,Withdrawal,100807.3,2023-09-19 22:28:05,181
772,394,Withdrawal,190806.65,2024-09-23 16:29:23,421
773,592,Deposit,975.25,2021-09-03 07:26:46,187
774,433,Withdrawal,33392.0,2021-11-24 20:48:41,458
775,451,Withdrawal,177576.32,2023-10-19 09:49:44,339
776,872,Withdrawal,47542.03,2023-04-05 02:17:59,182
777,896,Deposit,155914.97,2024-01-26 03:11:00,99
778,477,Deposit,80328.83,2020-04-18 17:09:04,493
779,107,Withdrawal,57854.69,2024-11-26 03:12:48,367
780,845,Withdrawal,97738.82,2022-10-13 15:58:02,7
781,465,Deposit,18274.96,2025-02-10 21:50:18,313
782,212,Deposit,58264.28,2023-12-06 17:50:31,317
783,400,Deposit,29036.28,2020-12-27 10:48:10,377
784,533,Withdrawal,17643.89,2020-12-13 06:38:51,173
785,753,Withdrawal,189013.35,2020-04-13 16:37:03,428
786,44,Deposit,85665.09,2022-02-01 13:29:37,286
787,581,Deposit,28970.98,2024-01-12 21:16:37,18
788,246,Deposit,192336.95,2024-07-13 17:37:09,214
789,129,Deposit,143849.41,2020-05-02 10:22:50,5
790,619,Deposit,83160.29,2022-12-27 21:23:36,72
791,801,Withdrawal,29371.56,2021-11-23 12:40:04,74
792,264,Withdrawal,141453.05,2022-08-27 13:55:34,489
793,148,Deposit,167538.17,2021-06-27 06:57:11,465
794,991,Deposit,170844.44,2023-01-09 22:37:35,350
795,1,Withdrawal,36479.76,2024-10-28 11:57:03,41
796,381,Deposit,194938.94,2023-03-25 13:35:26,6
797,622,Deposit,70021.69,2023-08-27 19:23:37,196
798,261,Withdrawal,30727.74,2021-04-20 02:39:25,41
799,269,Withdrawal,109760.56,2023-08-29 11:56:15,15
800,886,Deposit,96936.41,2022-01-05 03:28:56,482
801,544,Withdrawal,121519.99,2021-01-01 18:43:50,194
802,184,Withdrawal,57412.03,2022-12-25 08:03:13,38
803,55,Withdrawal,102101.43,2023-08-17 18:26:33,130
804,584,Withdrawal,132555.16,2023-09-12 00:20:06,206
805,14,Withdrawal,37170.07,2021-09-03 06:37:16,89
806,235,Deposit,138192.24,2023-01-24 21:13:44,402
807,387,Deposit,199383.6,2022-10-13 11:16:17,90
808,460,Withdrawal,101694.39,2020-09-11 12:57:21,35
809,389,Deposit,182819.66,2024-09-11 00:37:07,488
810,472,Deposit,36545.33,2024-05-23 09:18:56,466
811,969,Deposit,108184.06,2021-10-01 19:16:54,156
812,290,Deposit,7349.75,2024-03-09 07:49:28,205
813,678,Withdrawal,79685.7,2021-12-23 20:10:09,46
814,685,Deposit,9697.38,2022-04-05 19:02:18,218
815,876,Deposit,192980.44,2024-02-01 00:15:22,456
816,785,Withdrawal,102352.53,2023-12-01 03:27:20,7
817,772,Withdrawal,113597.6,2025-01-02 10:11:54,252
818,698,Deposit,41318.96,2022-06-01 00:32:45,384
819,497,Withdrawal,86271.65,2020-03-23 20:39:28,200
820,312,Deposit,114926.55,2025-02-03 16:58:42,282
821,117,Deposit,73943.46,2022-04-08 19:35:34,419
822,954,Withdrawal,20112.94,2023-09-28 11:49:16,60
823,19,Withdrawal,184575.19,2021-01-17 18:43:28,345
824,829,Withdrawal,39810.28,2023-07-08 10:11:19,173
825,209,Withdrawal,56712.94,2023-03-19 12:31:21,157
826,784,Deposit,166218.12,2020-10-30 22:13:28,181
827,534,Deposit,86474.78,2020-05-09 20:06:24,474
828,133,Withdrawal,118109.81,2020-05-11 17:22:51,448
829,217,Withdrawal,183095.36,2023-08-14 19:11:28,449
830,341,Withdrawal,78299.11,2023-02-08 05:06:24,345
831,442,Withdrawal,18572.04,2022-06-29 17:41:23,385
832,64,Deposit,191511.35,2024-07-07 21:22:32,149
833,74,Withdrawal,47840.0,2024-08-31 09:54:37,45
834,382,Deposit,26690.39,2021-08-04 23:58:42,176
835,160,Deposit,62712.91,2022-05-14 10:12:18,22
836,367,Deposit,168020.31,2023-09-19 23:48:46,222
837,355,Withdrawal,138584.05,2022-06-12 06:07:59,366
838,611,Deposit,122608.62,2021-02-19 13:31:52,394
839,695,Deposit,69056.2,2020-11-14 11:24:47,156
840,845,Deposit,189431.9,2020-04-18 10:32:45,155
841,610,Deposit,124595.81,2024-09-28 00:12:30,144
842,733,Withdrawal,126190.92,2023-07-13 05:15:11,282
843,840,Deposit,45379.08,2022-03-03 08:04:38,266
844,908,Deposit,120193.31,2023-09-28 16:44:58,113
845,861,Deposit,122519.88,2024-09-17 11:01:47,339
846,306,Deposit,47688.15,2022-12-08 06:10:09,137
847,374,Deposit,54293.62,2023-06-20 10:08:19,231
848,468,Deposit,175973.75,2020-12-06 15:26:21,214
849,365,Deposit,113690.17,2024-09-23 13:50:56,139
850,123,Deposit,146083.92,2022-03-11 02:11:23,85
851,158,Deposit,6043.61,2024-02-05 15:08:18,135
852,230,Deposit,154879.72,2022-11-23 08:55:45,228
853,641,Withdrawal,85857.41,2022-08-31 10:21:38,52
854,575,Deposit,120234.87,2024-05-01 19:22:12,93
855,513,Deposit,43218.23,2021-08-15 11:10:38,291
856,936,Deposit,83701.59,2022-01-26 10:59:03,30
857,952,Deposit,190851.36,2023-07-06 00:24:39,100
858,611,Withdrawal,155173.1,2021-07-11 09:53:11,265
859,727,Withdrawal,151948.72,2022-02-09 17:01:49,181
860,678,Withdrawal,11059.97,2022-01-13 10:29:31,88
861,94,Deposit,64348.36,2023-12-21 08:37:09,258
862,544,Withdrawal,174217.19,2021-12-10 08:48:05,498
863,558,Deposit,61890.32,2021-11-21 00:00:14,150
864,3,Withdrawal,74402.87,2024-05-16 00:21:46,421
865,391,Withdrawal,45993.0,2023-01-16 00:36:38,122
866,645,Withdrawal,5133.77,2024-06-28 16:20:47,336
867,282,Deposit,44923.5,2024-12-06 15:37:21,61
868,614,Withdrawal,15807.65,2022-04-12 21:16:58,93
869,312,Withdrawal,133022.25,2021-10-04 06:12:12,353
870,953,Deposit,104688.84,2023-11-24 10:21:42,229
871,102,Withdrawal,154587.56,2021-03-31 16:12:57,125
872,380,Deposit,199079.57,2025-01-01 15:34:04,455
873,92,Deposit,185129.93,2023-01-14 10:53:39,189
874,567,Withdrawal,61889.55,2022-06-02 14:49:42,98
875,574,Deposit,57530.37,2021-02-23 14:32:33,21
876,57,Withdrawal,10392.39,2020-05-11 09:40:24,256
877,573,Deposit,172655.15,2020-11-25 05:25:47,195
878,196,Withdrawal,83283.11,2021-09-18 11:42:58,416
879,162,Deposit,129271.8,2024-04-19 11:20:34,353
880,357,Deposit,106753.71,2023-09-22 20:34:47,313
881,131,Withdrawal,46466.45,2022-09-02 08:19:15,483
882,94,Withdrawal,191043.36,2025-02-01 04:31:57,53
883,979,Deposit,52323.13,2022-11-14 06:47:28,26
884,83,Deposit,31639.47,2021-04-18 20:28:59,219
885,411,Withdrawal,60200.34,2021-01-29 04:08:54,110
886,153,Deposit,12557.68,2023-06-03 13:20:12,440
887,715,Deposit,98783.77,2023-11-24 13:56:25,69
888,898,Withdrawal,29688.33,2022-07-06 22:22:08,229
889,731,Deposit,103402.32,2024-08-06 02:11:56,361
890,768,Deposit,198735.25,2022-04-14 14:49:13,263
891,350,Deposit,193432.03,2025-02-13 16:43:46,76
892,316,Withdrawal,96115.92,2025-01-14 02:22:30,9
893,104,Withdrawal,82751.18,2020-04-28 19:29:58,347
894,485,Deposit,9474.79,2021-09-16 11:00:59,273
895,206,Withdrawal,103357.07,2021-12-18 14:48:27,163
896,220,Deposit,190029.54,2021-06-13 03:44:26,206
897,453,Withdrawal,68684.32,2021-12-24 05:38:40,500
898,175,Withdrawal,4564.16,2020-11-12 14:06:31,320
899,936,Deposit,28648.42,2025-01-14 08:29:59,315
900,723,Deposit,138173.59,2023-02-14 20:13:11,354
901,460,Withdrawal,150732.39,2023-10-01 07:18:36,185
902,123,Deposit,102121.01,2022-06-14 11:20:51,469
903,277,Deposit,18693.11,2023-12-25 10:20:44,172
904,270,Withdrawal,114021.58,2024-08-05 04:55:18,301
905,906,Deposit,7901.64,2021-12-01 09:48:02,459
906,880,Withdrawal,155370.61,2020-08-14 05:45:59,482
907,27,Deposit,106897.04,2020-03-22 17:34:27,112
908,244,Deposit,135673.99,2022-07-09 12:42:17,247
909,559,Deposit,58931.61,2022-04-22 11:47:25,279
910,47,Withdrawal,153855.77,2025-01-07 15:15:34,492
911,716,Withdrawal,71373.04,2021-05-07 04:15:27,363
912,747,Deposit,63558.72,2022-11-10 13:41:20,492
913,572,Deposit,160304.17,2021-10-14 14:26:13,405
914,191,Withdrawal,58043.3,2020-10-23 02:33:27,330
915,303,Deposit,91356.39,2021-01-10 09:33:49,286
916,131,Withdrawal,188271.76,2024-04-19 07:07:15,29
917,274,Deposit,117981.79,2024-09-17 23:21:00,126
918,588,Withdrawal,4204.19,2022-01-26 07:51:29,102
919,173,Deposit,48118.02,2021-06-29 22:16:21,124
920,2,Deposit,187797.59,2020-03-28 12:56:47,445
921,724,Deposit,139686.22,2022-04-16 20:09:07,60
922,914,Deposit,112016.11,2022-10-02 11:41:47,296
923,125,Withdrawal,111090.69,2021-03-25 11:32:52,184
924,848,Deposit,145100.98,2021-04-21 05:35:26,330
925,378,Withdrawal,198364.78,2021-12-19 17:22:15,405
926,269,Deposit,121630.18,2024-04-29 20:27:17,418
927,755,Deposit,141923.21,2022-01-05 03:27:41,95
928,195,Deposit,95248.61,2023-06-07 08:45:29,333
929,916,Withdrawal,9411.0,2021-06-19 13:19:49,199
930,627,Deposit,116008.93,2021-01-05 21:12:03,283
