review_id,customer_id,branch_id,review,date_submitted
125,331,7,"My savings account was taken from State bank of India and i opted this account for 7 years back. For the scholarship purpose, i opened this account. I have converted my student account into normal savings account so now i need to hold the balance amount of Rs. 1000. I don't use this account for last 2 years hence the account has been blocked.",23-12-2023
126,199,10,"In SBI, they are taking some un-wanted charges. From the year of 2012 onwards, i am having this salary account. I am maintaining a minimum balance of Rs. 3000. In branch, i opened this account and the response was good even though the branch was crowded but the staffs are very helpful.",15-08-2023
127,118,13,I have been holding a saving account  from SBI for more than 10 years. Need to maintain a minimum balance of 3K if not maintain an amount charges are applicable of 176 rupees. Till now I have not faced any hidden charges. I am using mobile app and it is user friendly to access. Whenever I do a transactions I use to get an alert messages from bank. SMS charges are avail on 6 months once the amount of 35 rupees.,08-05-2024
128,81,9,SBI service is good and I am happy to  have an account with them. For my personal need I have opened an account on 6 years before. Need to maintain a minimum amount of 3K if not charges are applicable. There is no hidden charges. But ATM and SMS charges are avail on quarterly basis.,23-03-2024
129,247,2,I am holding a salary  account  in SBI  for more than 20  years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and net banking both are  user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches  services are good.  I use to get some offer messages from their end.,17-04-2023
130,112,15,I have State Bank Of India salary account almost 2 years .I am using net banking  service as well as mobile banking service both are very user friendly .I am using this servie for money trasfer and to check transaction details .Each and every transacton is safe and secure .There was no fraudulent transaction happend so far.,29-09-2024
131,288,16,I have been holding  a saving come salary account with SBI for more than 1.5 years. It is a zero balance account and so far I have not felt any hidden charges  for this account. ATM and branches are everywhere. I am not using mobile app yet. Each and every transaction is safe and secured.,20-10-2024
132,316,1,"My salary account is associated with SBI for past 17 years which belongs to Defence Civilian and there is no specific advantage on this account. Only I get an offer for pre approved loan. There is no need to maintain for minimum balance. I went to the branch and done KYC updation by today, am satisfied with the response. The drawback is they don't have sufficient CDM and need to avoid extra charges.",24-05-2024
133,371,10,I am holding saving account with SBI for more than 10 years. Need to maintain a minimum balance account. Some time hidden charges are avail and deduct some amount. ATM and branches are near. Net banking is user friendly to access. ATM charges are avail in this bank.,01-12-2023
134,412,14,"I will not recommend SBI account to anyone because I'm not satisfied with their banking services first of all the employers are providing late services to the customer. I have opened this account since 7 years. I  have to maintain minimum balance,  i don't mind to maintain, but i am maintaining  some balance. Need to improve in service.",18-04-2024
135,117,20,"SBI is a good account to use because my transactions are smoothly going on. Any issues, I'm not facing from the bank side. SBI net banking service is very good. I have visited the main branch in my city and the response was prompt. Charges are there for a NEFT and IMPS transactions.",27-03-2024
136,85,10,"I have been using SBI saving come salary account for more than 7 years. Need to maintain a minimum balance of 5K. The customer service is not good and no proper response from their end. There is lot of hidden charges are applicable on quarterly basis, they use to deduct the amount  of up to 399 rupees. ATM and branches are avail at every where.",25-05-2023
137,240,7,"I have opened my savings account  with SBI in the year of 2009. I have selected this bank because of the good service and I can find the ATM at anywhere. I have to maintain minimum balance of Rs. 15,000. Its convenient to use their Internet banking facility, but I am using YONO application . The branch experience is fine, they helped me a lot in many thing.",28-06-2023
138,207,13,Previously i was using the Savings account from State bank of India. I'm not satisfied with their services because i have given closure request twice but they haven't processed and they have sent me a debit card to my address which i have not received. I'm not maintaining any minimum balance since i have given the closure request.,12-04-2023
139,495,18,I have a savings account from State Bank of India and the staffs are very helpful and the manager is very friendly to the customer. I have been holding this account for a long time and i have not faced any issue. I need to maintain a minimum balance of Rs. 3000. They are not taking any un-necessary charges till now. I won't do much transaction from this account.,18-11-2023
140,177,7,"I  have been utilizing SBI savings account since 10 years.  I need to maintain a minimum balance of Rs. 5000. I have activated the net banking and mobile app. There is no additional charges for the ATM withdrawals. Long back, i visited the branch and the service was good.",09-09-2023
141,335,18,Earlier it was my salary account from SBI after that i have converted into savings account. They are deducting money un-necessarily from my account for not maintaining the minimum balance. There is no proper customer care service and many times I'm receiving a fake calls by asking the account number and OTP so I'm not using this account much.,29-09-2023
142,217,15,"I have been holding a saving account with SBI. I need to maintain a minimum balance of 5K, if not charges are applicable. There is some hidden charges are available on monthly basis of 120 rupees. Net banking service is good. I am not aware about ATM charges.",20-10-2024
143,313,18,I will not recommend SBI account to anyone because I'm not satisfied with their banking services first of all the employers are providing late services to the customer. I have opened the account 7 years before with the help of my father since I'm not aware of the banking system. I'm maintaining a minimum balance of Rs. 1000. I don't get the sufficient money from the ATM and the behavior of the employee needs to be changed.,12-09-2023
144,34,8,I have been holding a saving account with SBI for more than 12 years. It is a zero balance account. There is some hidden charges are applicable. I am not using mobile app and net banking yet. ATM charges are applicable if I use more than 4 times in a month.  I would suggest to reduce charges for this account.,21-12-2024
145,483,17,I have been holding a saving account with SBI for more than 5 years. No need to maintain a minimum balance for this account and no hidden charges as well. ATM and branches services are good. I am using mobile app and net banking both are user friendly to access.,23-07-2023
146,441,15,"Above 25 years, i have been utilizing the benefits from SBI salary account. In this account, i need to maintain a minimum balance of Rs. 1000. I am not activated the net banking facility and mobile app. There is no additional charges for the ATM withdrawals. Very long back, i visited their branch and the response was very good.",24-05-2023
147,234,19,"I opened the savings account from State bank of India and its been 2 years. In SBI, i need to maintain a minimum balance amount. I'm not using this account much because if i withdraw the money of minimum balance, they are charging some  amount. SBI banking services are average because their rules and regulations are not familiar with the new generation customer.",29-03-2023
148,392,11,I have SBI saving account which i am using for the past 4 years .I will be getting message alert for all transactions .customer service is also average and each transaction is safe and secure .Banking service is also average and  not undergone any difficulties on using this account .,10-08-2023
149,280,17,"My salary account is with State bank of India and i have opened it 6 years back in the year of 2013. Its a zero balance account. Its good to use the Internet banking facility and mobile app. At the time of opening the account, i have visited the branch and the response was fine. They took almost 1 week to provide the cheque book, debit card, net banking facility.",18-03-2025
150,222,6,Earlier i was opened my State Bank of India as an savings account after that i have converted into salary account. Monthly i am maintaining a some balance of Rs. 5000 even though the required amount is Rs. 3000. I have been using this account for just 1 year. Its good to use their Internet banking facility. I can find ATMs in all the places.,13-06-2023
151,80,4,"SBI is providing a good service.  I have been holding a saving account for more than a year. Need to maintain a minimum balance of 5K.  If I go to any place in Karnataka, I could find many ATM's.  I use to get alert message on time from bank end for each transaction.",07-10-2024
152,303,9,I have State Bank Of India Salary account which i am using for the past 10 years only.There will be message alert for all transactions.Each and every transaction is safe and secure .If have any query and try to contact customer  service will be getting good response .There was no fraudulent transaction undergone so far.,27-03-2024
153,403,19,"Around 2014, i have opened the savings account from State bank of India and not had any savings account till then since the branch was near to my home i have selected this bank. There is no need of maintaining any minimum balance. I'm comfortable in using their Internet banking facility. I went to their branch and the staff response was fine while opening this account.",03-04-2023
154,351,15,"I have savings account from State Bank of India. The branch is located nearby my home, so that i have chosen them. I'm not maintaining any balance in this account since i'm not using this account much. I have not tried their online banking and mobile app. Branch response in SBI is average and the staffs are not that much helpful because they are taking too much time.",08-07-2023
155,257,10,"My salary account was opened from State Bank of India. There was no proper customer care service in SBI. If i want to call the call centre number or in the branch, there will be a lack in customer service. Actually they are not giving proper response because they don't want to interact with the customer much. Right now i'm using the net banking facility hence I'm transferring the money to other bank account and I'm not using this account that much. In every branch, the staffs are behaving very rude with the customer which they need to improve.",23-07-2023
156,103,13,I have State Bank Of India Salary account for the past 5 years. I am using net banking service for mostly for credit cards bill payment and for money transfer rarely .customer service is not upto the mark and there was no drawbacks faced on using this account .,21-02-2024
157,458,9,SBI is a good bank for opening a savings account. I use this account for almost 6 years. Their sales executive came to my place to open this account. I am maintaining a minimum balance of Rs. 2000. I have not experienced of their mobile app but their online user interface is fine. They are not deducting any hidden charges.,22-01-2024
158,347,2,I have a savings account from SBI and my salary is getting credited into the same account now. I opened the account 5 years before since the branch is nearby my home. The service is good in their branch. Its a zero balance account. I can withdraw upto Rs. 20000 from the ATM per day.,13-01-2025
159,281,14,I am not happy with the services provided by State Bank of India because they are charging me a lots of hidden charges that i don't like due to this i have closed the account 2 years ago. I was holding the account for 3 years and previously it was a student account when i opened it after that it has converted into normal savings account with the minimum balance amount of Rs. 5000.,04-02-2024
160,434,1,I am holding a saving account  with SBI for more than 4 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are far away to reach them directly. No atm charges are avail.,12-09-2023
161,247,2,"I am holding a saving account with SBI for more than 2 years. Need to maintain a minimum balance of 5K. There is some  hidden charges which is high when compare to other bank. I am yet to use their mobile app. I use to get an alert message on time whenever I do a transaction. ATM charges are applicable, if I do a transaction more than 4 times in a month.",21-06-2023
162,11,19,I am holding salary account with SBI more than 7 years. It is a zero balance account. I never had any hidden charges. I use to get alert message on time from this bank regarding transaction. Mobile app and net banking both are user friendly to access. ATM charges are applicable.,02-08-2024
163,451,12,Opened my savings account from State bank of India and i have been using this account for more than 3 years. They have more number of ATMs available all over the city and its a good nationalized bank so that i have chosen this bank. Its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines.,11-06-2024
164,351,5,"I need to get the token for investing the money in SBI and the staffs are very low in working. If i deposit the money through their machine, they are charging Rs. 25 for every deposit. Even though its a Central Government based bank, they need to improve the services. In the branch, the staffs are arrogant due to this, I'm not visiting the branch nowadays. I asked them to opened the zero balance account but they asked me to maintain  Rs. 500 from this account.",05-06-2024
165,81,18,"I have State Bank Of India Salary account for the past 9years .There are message alert for each transaction ,service is very good and not yet contacted customer service so far.Banking service is also good and there was no difficulties faced so far .I am satisfied with the overall service .",24-10-2024
166,346,16,"From the time, SBI was offering a zero balance account so i have opened this account. There is no need of maintaining any minimum balance. I never faced any problem from this bank. I have visited their branch in my home town and the response also good but the waiting time is high which can be improved.",04-01-2024
167,119,15,"SBI is charging for card maintenance and sms. I don't get any benefits from SBI and it is  not a  zero balance, am maintaining Rs. 5k. In branch, employees are responding  very good. Last time i went to their branch to apply the debit card manually which can be done online. In case of PPF and savings only i use to call customer service.",10-04-2024
168,295,18,"I am having a saving account with SBI for more than 10 years. This was my first account, so I agreed to maintain a minimum balance of 3K but now it is complicated because if I not maintain the amount,  on monthly basis charges are applicable and it is high.  There is no any hidden charges.",06-12-2024
169,170,4,"I don't get any benefits from SBI but this is a zero balance maintenance account. In branch, no employees are not responding properly. Last time i went to their branch to apply the debit card manually. Even though less number of customers in the bank, they took 3 hours to provide the debit card. Whenever i call the call centre people not giving prompt response.",16-05-2023
170,492,1,"I have SBI Salary account for the past 7 years .I am using net banking service as well as mobile banking service it s mostly  for money transfer ,shopping as well as recharge.Customer service is also good if contact for any assitance  .Each and every transaction is safe and secure .",07-07-2024
171,170,12,"I have SBI Salary account which  i am using for the past 7 years. I am using net banking service as well as mobile banking service . Its good for money transfer ,credit card bill payment and recharge  through the app and am much comfortable .I can track all the transaction through online whenever required.",19-08-2024
172,57,12,I have SBI saving account for more than 7 years .Customer service is also good and if contact for any query will be getting quick response .I am using net banking service as well as mobile banking service both are very user friendly .I am satisfied with the the overall service so far .,05-10-2023
173,138,13,"I have State Bank of India Saving account for the past 4 years .There was no  fraudulent transaction faced so far, each transaction is safe and secured in SBI .This account is very useful and as I can track the transaction through message alert.",09-11-2024
174,415,18,"I have opened savings account from SBI and their service is nice. I have been using for past 1.5 years. Need to maintain a minimum balance of Rs. 1000. They are not taking any kind of hidden charges. Their online banking facility is really nice. Overall, I'm quite satisfied.",21-12-2023
175,184,12,I have SBI  saving account for past 10 years . I use to get alert message for every usage. Each and every transaction will be safe and secured. There was no difficulties faced so far .Banking service is very average and so far not undergone any difficulties on using this account .,25-07-2024
176,137,8,I am holding a saving account with SBI for past 7 years. But I am not using much often this account. Need to maintain a minimum balance amount of thousands rupees and there is no hidden charges. I am not getting much offers from this bank. I am using only net banking and is good to use.,30-09-2023
177,404,14,I have SBI saving account for more than 10 years .Customer service is also good and if contact for any query will be getting quick response .I am using net banking service as well as mobile banking service both are very user friendly .I am satisfied with the the overall service so far .,19-07-2023
178,42,10,I am having SBI saving account for the past 11 years .Customer service and banking service both are average .I am not getting  proper response if contact to the customer service. I am not comfortable with the overall banking service from their end.,09-03-2025
179,454,17,"Opened my savings account from State bank of India and i hold this account for more than 5 years ago. I faced lots of issues and everything got resolved by bank. As per the RBI rules, i need to maintain  a minimum balance of Rs. 1000. I had no issue with the Internet banking and mobile app facility.",22-08-2023
180,304,10,"I have a saving account with SBI for more than10 years, It is a student account. Minimum balance want to maintain is Rs.5000. There are standard charges applied in Debit card. The ATM are very sufficient. I am using Net banking which is so easy for transaction.",19-01-2025
181,326,17,"There was a reason for choosing the SBI bank because its undertaken by Government. Its a zero balance account. Debit card usage is good and i don't find any hassles. In SBI, i hold a salary account for more than 8 years. They are not taking any hidden charges. If i use the more than 3 transaction from other bank ATM, it will be chargeable.",18-06-2023
182,371,10,"State Bank of India debit card facility is too good. I opened this account for almost 10 years before because in my native, only SBI branch was available. Very useful options for  using the debit card in POS machine. Customer care facilities are also prompt in service and the staffs are very friendly.",22-07-2023
183,20,3,I need to stand in the long queue in the SBI branch. Chosen my savings account from SBI because the bank is located near to my home. In the beginning it was a zero balance account now they have changed that i need to maintain a minimum balance of Rs. 3000. I don't use the net banking facility of SBI. Staff response was average.,04-05-2024
184,437,10,"I have opened my savings account from State bank of India. I am maintaining the account for almost 30 years. Its a zero balance account. I have not experienced their net banking facility and mobile app but overall, i'm happy about the services.",28-07-2024
185,87,15,I have State Bank Of India saving account for the past9 years .I am using net banking service  and mobile banking service for shopping and money transfer .Customer service is also good  and not faced any fraudulent transaction so far.Each and every transaction is safe and secure.,12-03-2024
186,174,16,"Earlier i had a savings account from SBI and i do not like their services. Because whenever i go to their branch for any kind of services, i need to wait for a long time. Even their staff response was very rude. I haven't interacted with the call center people over the phone.",30-03-2024
187,121,15,I am using State Bank Of India Saving account for more than 15 years .I am using net banking service as well as mobile banking service both are very user friendly and it is used for any payments and also for transaction it is used .Every transaction will be safe and secure .,28-01-2025
188,405,19,I am holding salary account with SBI for more than 10 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. SMS and alert charges are applicable in this account. I use to get an alert messages from bank whenever I do a transaction. ATM charges are applicable if I do transaction more than 5 times in a month.,22-09-2024
189,272,18,I have opened the savings account from State Bank of India and i took the account 4 years ago. Its because of the good service than any other banks so that i availed this account. Its good to use the Internet banking and mobile app facility. I need to maintain a minimum balance of Rs. 1000 and they are charging for other bank ATM withdrawals.,09-12-2023
190,265,8,"Last 6 years, i am using the salary account from SBI. Its convenient to use their Internet banking and mobile app facility. Its a zero balance account. Frequently, i have visited their branch and the response is good. The staffs are responsive.  I am receiving the notification when i am doing the withdrawals and deposit.",20-06-2023
191,429,8,I  am using State Bank Of India saving account for the past 15 years.I am using net banking service as well as mobile banking service both are much useful.This service is very useful for money transfer and it is very user friendly .I have not faced any drawbacks so far .Customer service was pretty good and  i am satisfied with the service .,04-06-2023
192,236,15,I am holding salary account with SBI for more than 5 years. I am not getting any issue for account transfer and by their mobile banking itself can switch to easy process fpr amount transfer. No need to maintain a minimum balance on this account. ATM charges are avail if I exceed more than 4 transactions then charges are apply.,02-03-2024
193,280,1,"In my first office, they have provided me a salary account with SBI once i resigned my job, i have converted my account into savings account without any charges. I need to maintain a balance of Rs. 3000 after the conversion because earlier it was a zero balance account. SBI staff response is very good.",05-05-2024
194,45,2,"Took my savings account 3 years ago. I have chosen State bank of India because its one of the best bank in India. I gone to the branch and the response is really good. I have not tried the net banking facility. They are not deducted any kind of hidden charges in my account. In a day, i am able to withdraw a money upto Rs. 20000 from the ATM under a classic account.",29-01-2025
195,50,3,"In SBI customer care, they are not responding properly. I'm getting lots of cross talk when i talk with them. I am holding my savings account from SBI from the year of 2012. Its a zero balance account and i have been using the net banking and mobile app facility. I visited the branch 1 month before but the staffs response is not that much prompt hence I'm not satisfied.",30-09-2024
196,49,12,"In SBI customer care, they are not responding properly. I'm getting lots of cross talk when i talk with them. I am holding my savings account from SBI from the year of 2012. Its a zero balance account and i have been using the net banking and mobile app facility. I visited the branch 1 month before but the staffs response is not that much prompt hence I'm not satisfied.",13-02-2025
197,292,3,I have State Bank Of India salary account for the past 7 years .I am using net banking service as well as mobile banking service it is used for money transfer and also can check the details about all the transactions .Customer service is also good and i am satisfied with the service so far.,15-10-2023
198,182,5,"I have a saving account with SBI for more than 10 years. The minimum balance required to maintain is Rs.1000. I am using debit card and ATMs are very sufficient, mostly fund will be available. If I go to bank,  response is very good from bank executive.",16-02-2025
199,32,17,"I am doing all my transactions through SBI Bank. Its been 13 years, salary cum savings account. There is no requirement for minimum balance, but am keeping some balance on a monthly basis. The branch is near by to my residence. Customer service was good.",02-06-2024
200,25,2,"I am using savings account in SBI since 2013. Customer service and responsiveness are not too good, need to improve in service and  If i withdrawn cash from ATM i am getting alert messages. This is a domestic card, and i am using visa card.  This is a not a free card annual charges Rs. 150 and they charging SMS  quarterly RS. 20, need to change that.",14-01-2025
201,63,11,"I am using savings account in SBI almost 3 years.
The customer service and responsiveness are good. If I withdrawn cash from ATM I am getting alert messages. This is a domestic card, and i am using visa card.  This is a free card, no charges and there is a minimum balance i have to maintain Rs.3000.",28-02-2025
202,312,12,I have State Bank Of India saving account for the past 6 to  7 months only.Will be getting message alert for each and every transaction .There was no difficulties faced on using this account .customer service was good and getting good response as well.There was no fraudulent transaction faced so far .,06-03-2024
203,198,3,I have taken my savings account from STATE BANK OF INDIA more than 8 years. Since their branch is available near to my home hence I have chosen it. I am using their online banking facility and its good to us. Customer service and responsiveness was good.,30-01-2025
204,116,12,I have saving account with SBI  for past 13 years. I am using only net banking service which is mostly used for money transfer and travel ticket booking . Customer service is also good and there was no difficulties faced so far. Banking service is much comfortable and there was no difficulties faced as well.,08-06-2023
205,416,14,I have been holding savings account from State bank of India and I am using for almost 10 years. This is my first savings account. Only SBI is available in my surrounding that is the reason I had chosen this bank. They are taking lot of amount of non balance maintenance and other hidden charges.,18-09-2023
206,215,16,I am using SBI to hold a saving account for the past 18 years. I am not using mobile app or net banking so far. This is my first account. Need to maintain a minimum balance of 5K and there is no hidden charges. Being a privilege customer they have not provided any loan or card offers.  ATM and branches are near.,21-11-2023
207,173,1,"I am holding salary plus saving account with SBI for more than 9 years. It is a minimum balance account to maintain of 1000 rupees. If I visit to branch for any query there is not up to the mark and no proper response. No hidden charges are avail. Before I was using net banking due to server issue stop using it now. Alert message I get on delay basis. There is ATM charges avail of 40 rupees, if I exceed more than 5 times in a month.",14-04-2023
208,293,19,SBI is a very good bank because it provides me a nice service and its a zero balance account hence there is no minimum balance is required. I have been using this account since 2013. I have visited their branch and they are treating the customer very nicely.,23-12-2024
209,300,2,For more than 3 years I am holding a saving account with SBI . There is some hidden charges in this bank. It is a  minimum balance account of 1000 rupees. I am using mobile app and it is user friendly to access.  I prefer to use online transaction rather visiting branch.,21-03-2024
210,283,1,"I have opened the savings account with SBI in the year of 2013. I need to hold a minimum balance of Rs. 1000. In my local area, SBI branch was available so that i have chosen this bank. Its very good to use their online banking facility. SBI branch has a overcrowded one because only one branch was there for 3 mandals.",04-02-2024
211,195,4,More than 10 years I am holding account with SBI. This is my first bank account. They intimated to maintain minimum of 5K. SMS charges are applicable which is nominal. I am using Mobile app and net banking both are user friendly to access. I use to get alert messages on time from bank whenever I do a transaction.,22-04-2023
212,239,4,"I have an account with SBI Bank saving account more than 2 years.They offered a platinum debit card.and the card has some yearly charges of Rs.180. To open an account with SBI Bank needs pan card, aadhar card and KYC completed by official mangers, so my account activated within 24hours. Customer service was good and i am not facing any problem.",15-02-2024
213,343,1,I have state Bank Of India salary account for the past 6 years .I am using net banking service as well as mobile banking service both are very useful.I have used for money transfer .Customer service is also getting good response if contact for any assistance .Banking service is also satisfied according to me .,15-12-2023
214,287,8,"I am using State Bank Of India saving account for the past 4 to 5 years. I am using net banking service which is very useful to take bank statement, this is very much user friendly .If I contact for any assistance will be getting good response from customer service. I am satisfied with the banking service.",01-12-2023
215,308,16,"I have been holding an account for a saving with SBI bank since 15 years till now there was no issues. If i withdrawn more than 4 attempt with other ATM have some charges.
 I am getting an alert messages while withdrawal cash from ATM. I have SBI bank ATM near to my home.",04-10-2023
216,377,17,"I am holding saving account with SBI for more than 5 years. Need to maintain a minimum balance of 10K. Before there was chargeable applicable if do transaction with other bank of up to 20 rupees. If I have any query I use to visit branch directly . One time I received a fraud call to renew the ATM card, they intimated that  I will be getting OTP number and need to share it, when I checked my card till 2 years are avail to expire. So I have not spoken further and call disconnected. Contacted to banker, they told dont share OTP number.",08-06-2024
217,483,19,I have been holding an account for a saving with SBI for more than 20 years. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking I am not getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,13-04-2024
218,42,8,I am holding salary account with SBI for the past 6 years. There is some hidden charges are applicable and need to maintain a minimum balance of 2K. ATM and branches are near and their services are good.  I get alert messages on time whenever I do a transaction.,16-12-2023
219,238,11,"If any account to be activated in SBI, they are taking around 4 to 6 years. I have been holding the salary account last 17 years. Its a zero balance maintenance account. Their mobile app and online banking facility is awesome. When i went for the pre- closure of the loan, they have done within 2 minutes.",23-11-2024
220,453,14,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 5 years. Good response from the staff at the branch. Have faced server issues occasionally. ATM availability is good.,11-06-2024
221,358,10,I opened a salary account with SBI located in my locality. I have been using it for 1 years. Bank charges seem a bit high sometimes. No minimum balance required in this account. Had to maintain a minimum balance of Rs. 3000. ATM availability is good. Useful for EMI payments and online transfers. Sometimes face delays in cheque clearance.,26-06-2023
222,74,15,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 10 years. Useful for EMI payments and online transfers. I rarely visit the branch due to online access. Charges SMS fees quarterly. Mobile app is responsive and helpful. App sometimes crashes during peak hours. Internet banking is smooth and easy to use.,05-04-2024
223,331,18,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 12 years. No minimum balance required in this account. Had to maintain a minimum balance of Rs. 3000. Sometimes face delays in cheque clearance.,28-01-2024
224,358,19,I opened a salary account with SBI located nearby. I have been using it for 7 years. Have faced server issues occasionally. Mobile app is responsive and helpful. App sometimes crashes during peak hours. Customer service is responsive and polite.,08-05-2023
225,179,5,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 9 years. I receive SMS alerts for all transactions. Internet banking is smooth and easy to use. Had to maintain a minimum balance of Rs. 3000. Bank charges seem a bit high sometimes. Have faced server issues occasionally.,06-03-2024
226,491,3,I opened a savings account with SBI located nearby. I have been using it for 5 years. Useful for EMI payments and online transfers. App sometimes crashes during peak hours. Zero balance feature is very helpful.,26-10-2023
227,279,13,I opened a savings account with SBI located in my locality. I have been using it for 13 years. I receive SMS alerts for all transactions. Internet banking is smooth and easy to use. App sometimes crashes during peak hours.,12-01-2025
228,241,6,I opened a savings account with SBI located nearby. I have been using it for 1 years. I receive SMS alerts for all transactions. Had to maintain a minimum balance of Rs. 3000. No minimum balance required in this account. Debit card has an annual charge but acceptable. Good response from the staff at the branch. Internet banking is smooth and easy to use.,31-03-2024
229,241,10,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 12 years. Bank charges seem a bit high sometimes. Good response from the staff at the branch. Zero balance feature is very helpful.,06-07-2024
230,383,18,I opened a salary account with SBI located nearby. I have been using it for 2 years. Debit card has an annual charge but acceptable. Have faced server issues occasionally. I rarely visit the branch due to online access. ATM availability is good. Had to maintain a minimum balance of Rs. 3000.,13-07-2023
231,188,18,I opened a savings account with SBI located nearby. I have been using it for 2 years. Debit card has an annual charge but acceptable. Useful for EMI payments and online transfers. Have faced server issues occasionally. No minimum balance required in this account. Internet banking is smooth and easy to use. Charges SMS fees quarterly.,03-12-2024
232,152,13,I opened a savings account with SBI located just 2 minutes from home. I have been using it for 5 years. Charges SMS fees quarterly. ATM availability is good. Zero balance feature is very helpful. Sometimes face delays in cheque clearance. I receive SMS alerts for all transactions. Good response from the staff at the branch.,10-03-2025
233,61,4,I opened a salary account with SBI located in my locality. I have been using it for 9 years. Customer service is responsive and polite. Have faced server issues occasionally. Zero balance feature is very helpful. I receive SMS alerts for all transactions. Mobile app is responsive and helpful. I rarely visit the branch due to online access.,22-02-2025
234,312,16,I opened a savings account with SBI located close to my workplace. I have been using it for 5 years. Sometimes face delays in cheque clearance. Zero balance feature is very helpful. Good response from the staff at the branch. Mobile app is responsive and helpful. I rarely visit the branch due to online access. Had to maintain a minimum balance of Rs. 3000.,03-09-2024
235,112,14,I opened a salary account with SBI located nearby. I have been using it for 14 years. Zero balance feature is very helpful. Charges SMS fees quarterly. I rarely visit the branch due to online access.,21-07-2023
236,97,18,I opened a salary account with SBI located close to my workplace. I have been using it for 12 years. Useful for EMI payments and online transfers. I receive SMS alerts for all transactions. Had to maintain a minimum balance of Rs. 3000. App sometimes crashes during peak hours. Internet banking is smooth and easy to use.,22-05-2024
237,359,17,I opened a savings account with SBI located in my locality. I have been using it for 12 years. Had to maintain a minimum balance of Rs. 3000. Good response from the staff at the branch. Debit card has an annual charge but acceptable. Internet banking is smooth and easy to use. Customer service is responsive and polite.,01-12-2023
238,496,5,I opened a savings account with SBI located close to my workplace. I have been using it for 6 years. Have faced server issues occasionally. Had to maintain a minimum balance of Rs. 3000. Bank charges seem a bit high sometimes. I rarely visit the branch due to online access.,03-09-2024
239,9,3,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 6 years. Debit card has an annual charge but acceptable. Bank charges seem a bit high sometimes. Have faced server issues occasionally. Charges SMS fees quarterly. No minimum balance required in this account.,28-10-2023
240,93,3,I opened a savings account with SBI located nearby. I have been using it for 4 years. Good response from the staff at the branch. Internet banking is smooth and easy to use. Bank charges seem a bit high sometimes. Useful for EMI payments and online transfers. Mobile app is responsive and helpful.,28-02-2024
241,82,14,I opened a savings account with SBI located close to my workplace. I have been using it for 9 years. Bank charges seem a bit high sometimes. Mobile app is responsive and helpful. Zero balance feature is very helpful. Good response from the staff at the branch. Useful for EMI payments and online transfers.,29-10-2023
242,156,13,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 12 years. Bank charges seem a bit high sometimes. ATM availability is good. Debit card has an annual charge but acceptable. Mobile app is responsive and helpful. I receive SMS alerts for all transactions.,29-01-2025
243,455,18,I opened a savings account with SBI located close to my workplace. I have been using it for 9 years. Internet banking is smooth and easy to use. Mobile app is responsive and helpful. Charges SMS fees quarterly. I rarely visit the branch due to online access. Had to maintain a minimum balance of Rs. 3000.,25-12-2023
244,465,6,I opened a salary account with SBI located nearby. I have been using it for 3 years. Sometimes face delays in cheque clearance. Bank charges seem a bit high sometimes. Have faced server issues occasionally. App sometimes crashes during peak hours. Useful for EMI payments and online transfers.,30-04-2024
245,454,18,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 9 years. Customer service is responsive and polite. App sometimes crashes during peak hours. Charges SMS fees quarterly.,29-01-2024
246,186,16,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 9 years. Bank charges seem a bit high sometimes. App sometimes crashes during peak hours. I receive SMS alerts for all transactions. Debit card has an annual charge but acceptable. Good response from the staff at the branch.,17-02-2024
247,133,4,I opened a salary account with SBI located just 2 minutes from home. I have been using it for 4 years. Customer service is responsive and polite. Internet banking is smooth and easy to use. Charges SMS fees quarterly.,16-02-2025
248,389,5,I opened a salary account with SBI located close to my workplace. I have been using it for 1 years. Charges SMS fees quarterly. Debit card has an annual charge but acceptable. I receive SMS alerts for all transactions. No minimum balance required in this account.,22-07-2024
249,153,14,I opened a salary account with SBI located close to my workplace. I have been using it for 10 years. Debit card has an annual charge but acceptable. Internet banking is smooth and easy to use. Sometimes face delays in cheque clearance. I receive SMS alerts for all transactions.,17-12-2023
250,373,2,I opened a salary account with SBI located nearby. I have been using it for 14 years. ATM availability is good. Debit card has an annual charge but acceptable. No minimum balance required in this account. Mobile app is responsive and helpful.,17-10-2023
